"dtime per week","Average speed (Mbps)"
"2018-09-17","89.251"
"2018-09-24","89.688"
"2018-10-01","89.445"
"2018-10-08","90.706"
"2018-10-15","91.512"
"2018-10-22","91.803"
"2018-10-29","92.244"
"2018-11-05","93.331"
"2018-11-12","92.759"
"2018-11-19","92.822"
"2018-11-26","91.325"
"2018-12-03","92.593"
"2018-12-10","92.384"
"2018-12-17","92.438"
"2018-12-24","93.413"
"2018-12-31","92.337"
"2019-01-07","92.786"
"2019-01-14","93.728"
"2019-01-21","95.128"
"2019-01-28","94.364"
"2019-02-04","94.816"
"2019-02-11","95.404"
"2019-02-18","95.55"
"2019-02-25","95.494"
"2019-03-04","96.489"
"2019-03-11","98.159"
"2019-03-18","98.74"
"2019-03-25","98.233"
"2019-04-01","99.117"
"2019-04-08","98.849"
"2019-04-15","100.255"
"2019-04-22","101.994"
"2019-04-29","102.804"
"2019-05-06","104.466"
"2019-05-13","105.668"
"2019-05-20","105.258"
"2019-05-27","108.074"
"2019-06-03","108.608"
"2019-06-10","109.742"
"2019-06-17","111.905"
"2019-06-24","113.141"
"2019-07-01","117.276"
"2019-07-08","117.502"
"2019-07-15","112.855"
"2019-07-22","116.346"
"2019-07-29","116.809"
"2019-08-05","119.719"
"2019-08-12","122.01"
"2019-08-19","121.655"
"2019-08-26","121.805"
"2019-09-02","121.997"
"2019-09-09","122.365"
"2019-09-16","122.694"
"2019-09-23","124.016"
"2019-09-30","122.499"
"2019-10-07","124.82"
"2019-10-14","126.15"
"2019-10-21","126.575"
"2019-10-28","127.12"
"2019-11-04","127.355"
"2019-11-11","128.095"
"2019-11-18","126.251"
"2019-11-25","124.646"
"2019-12-02","124.104"
"2019-12-09","125.075"
"2019-12-16","124.483"
"2019-12-23","125.392"
"2019-12-30","121.802"
"2020-01-06","122.051"
"2020-01-13","122.594"
"2020-01-20","123.278"
"2020-01-27","123.868"
"2020-02-03","124.368"
"2020-02-10","122.387"
"2020-02-17","125.011"
"2020-02-24","125.947"
"2020-03-02","126.605"
"2020-03-09","126.252"
"2020-03-16","124.478"
"2020-03-23","124.998"
"2020-03-30","126.808"
"2020-04-06","126.763"
"2020-04-13","127.084"
"2020-04-20","127.853"
"2020-04-27","128.333"
"2020-05-04","129.882"
"2020-05-11","130.525"
"2020-05-18","131.584"
"2020-05-25","133.307"
"2020-06-01","133.895"
"2020-06-08","135.267"
"2020-06-15","135.872"
"2020-06-22","137.014"
"2020-06-29","139.694"
"2020-07-06","141.187"
"2020-07-13","141.081"
"2020-07-20","141.92"
"2020-07-27","146.455"
"2020-08-03","153.891"
"2020-08-10","157.102"
"2020-08-17","158.477"
"2020-08-24","157.858"
"2020-08-31","156.372"
"2020-09-07",null
"2020-09-14",null
"2020-09-21",null
"2020-09-28",null
"2020-10-05",null
"2020-10-12",null
"2020-10-19",null
"2020-10-26","151.593"
"2020-11-02","149.801"
"2020-11-09","149.096"
"2020-11-16","143.533"
"2020-11-23","143.61"
"2020-11-30","140.689"
"2020-12-07","157.956"
"2020-12-14","160.654"
"2020-12-21","144.792"
"2020-12-28","146.343"
"2021-01-04","149.302"
"2021-01-11","152.073"
"2021-01-18","154.996"
"2021-01-25","154.735"
"2021-02-01","159.068"
"2021-02-08","161.553"
"2021-02-15","160.473"
"2021-02-22","161.314"
"2021-03-01","160.23"
"2021-03-08","161.745"
"2021-03-15","163.542"
"2021-03-22","164.506"
"2021-03-29","157.269"
"2021-04-05","174.787"
"2021-04-12","175.776"
"2021-04-19","170.598"
"2021-04-26","174.582"
"2021-05-03","178.174"
"2021-05-10","180.575"
"2021-05-17","180.628"
"2021-05-24","181.381"
"2021-05-31","185.462"
"2021-06-07","186.818"
"2021-06-14","185.395"
"2021-06-21","187.969"
"2021-06-28","189.419"
"2021-07-05","190.066"
"2021-07-12","190.896"
"2021-07-19","195.532"
"2021-07-26","194.013"
"2021-08-02","195.509"
"2021-08-09","199.505"
"2021-08-16","204.414"
"2021-08-23","202.634"
"2021-08-30","203.699"
"2021-09-06","202.388"
"2021-09-13","202.514"
"2021-09-20","203.151"
"2021-09-27","203.595"
"2021-10-04","206.153"
"2021-10-11","206.665"
"2021-10-18","207.772"
"2021-10-25","210.007"
"2021-11-01","211.256"
"2021-11-08","212.722"
"2021-11-15","218.952"
"2021-11-22","221.177"
"2021-11-29","223.876"
"2021-12-06","225.444"
"2021-12-13","225.588"
"2021-12-20","226.263"
"2021-12-27","226.466"
"2022-01-03","225.916"
"2022-01-10","226.709"
"2022-01-17","226.978"
"2022-01-24","227.158"
"2022-01-31","228.231"
"2022-02-07","229.831"
"2022-02-14","226.169"
"2022-02-21","228.005"
"2022-02-28","230.967"
"2022-03-07","233.525"
"2022-03-14","235.18"
"2022-03-21","237.189"
"2022-03-28","237.148"
"2022-04-04","239.674"
"2022-04-11","240.93"
"2022-04-18","241.051"
"2022-04-25","241.543"
"2022-05-02","242.537"
"2022-05-09","244.864"
"2022-05-16","246.221"
"2022-05-23","245.957"
"2022-05-30","244.405"
"2022-06-06","247.547"
"2022-06-13","249.566"
"2022-06-20","250.358"
"2022-06-27","252.012"
"2022-07-04","252.98"
"2022-07-11","254.155"
"2022-07-18","255.336"
"2022-07-25","255.958"
"2022-08-01","255.883"
"2022-08-08","256.381"
"2022-08-15","256.834"
"2022-08-22","255.871"
"2022-08-29","257.235"
"2022-09-05",null
"2022-09-12",null
"2022-09-19",null
"2022-09-26",null
"2022-10-03",null
"2022-10-10",null
"2022-10-17",null
"2022-10-24",null
"2022-10-31","250.952"
"2022-11-07","252.89"
"2022-11-14","254.339"
"2022-11-21","254.373"
"2022-11-28","256.892"
"2022-12-05","258.904"
"2022-12-12","260.68"
"2022-12-19","260.511"
"2022-12-26","262.556"
"2023-01-02","266.036"
"2023-01-09","266.278"
"2023-01-16","264.974"
"2023-01-23","266.166"
"2023-01-30","266.057"
"2023-02-06","268.281"
"2023-02-13","271.454"
"2023-02-20","274.306"
"2023-02-27","281.338"
"2023-03-06",null
"2023-03-13",null
"2023-03-20",null
"2023-03-27","288.385"
"2023-04-03","288.253"
"2023-04-10","287.414"
"2023-04-17","289.362"
"2023-04-24","289.39"
"2023-05-01","335.124"
"2023-05-08","338.808"
"2023-05-15","329.658"
"2023-05-22","282.562"
"2023-05-29","266.795"
"2023-06-05","270.907"
"2023-06-12","253.028"
"2023-06-19","253.759"
"2023-06-26","257.346"
"2023-07-03","284.496"
"2023-07-10","287.265"
"2023-07-17","291.132"
"2023-07-24","289.712"
"2023-07-31","289.1"
