"dtime per day","Average latency (ms)"
"2013-09-12","271.455"
"2013-09-13","267.547"
"2013-09-14","273.148"
"2013-09-15","277.461"
"2013-09-16","271.248"
"2013-09-17","275.195"
"2013-09-18","275.126"
"2013-09-19","275.586"
"2013-09-20","274.374"
"2013-09-21","278.603"
"2013-09-22","280.648"
"2013-09-23","273.592"
"2013-09-24","272.48"
"2013-09-25","272.327"
"2013-09-26","272.566"
"2013-09-27","275.257"
"2013-09-28","275.929"
"2013-09-29","275.177"
"2013-09-30","272.612"
"2013-10-01","271.674"
"2013-10-02","273.239"
"2013-10-03","271.28"
"2013-10-04","273.738"
"2013-10-05","279.618"
"2013-10-06","281.739"
"2013-10-07","275.329"
"2013-10-08","273.068"
"2013-10-09","273.558"
"2013-10-10","271.617"
"2013-10-11","270.509"
"2013-10-12","274.883"
"2013-10-13","274.62"
"2013-10-14","271.691"
"2013-10-15","270.874"
"2013-10-16","267.948"
"2013-10-17","267.1"
"2013-10-18","267.221"
"2013-10-19","271.41"
"2013-10-20","271.776"
"2013-10-21","265.991"
"2013-10-22","266.516"
"2013-10-23","265.555"
"2013-10-24","267.726"
"2013-10-25","262.816"
"2013-10-26","269.225"
"2013-10-27","270.538"
"2013-10-28","265.903"
"2013-10-29","264.939"
"2013-10-30","264.423"
"2013-10-31","263.032"
"2013-11-01","265.252"
"2013-11-02","269.684"
"2013-11-03","272.15"
"2013-11-04","268.893"
"2013-11-05","265.876"
"2013-11-06","268.333"
"2013-11-07","264.693"
"2013-11-08","267.489"
"2013-11-09","273.64"
"2013-11-10","272.81"
"2013-11-11","269.655"
"2013-11-12","265.999"
"2013-11-13","267.635"
"2013-11-14","265.751"
"2013-11-15","265.169"
"2013-11-16","271.241"
"2013-11-17","271.7"
"2013-11-18","266.656"
"2013-11-19","264.848"
"2013-11-20","263.214"
"2013-11-21","264.414"
"2013-11-22","266.007"
"2013-11-23","272.456"
"2013-11-24","273.613"
"2013-11-25","266.821"
"2013-11-26","263.383"
"2013-11-27","266.198"
"2013-11-28","264.967"
"2013-11-29","265.414"
"2013-11-30","265.471"
"2013-12-01","267.869"
"2013-12-02","260.681"
"2013-12-03","262.713"
"2013-12-04","272.839"
"2013-12-05","260.385"
"2013-12-06","261.248"
"2013-12-07","264.205"
"2013-12-08","266.743"
"2013-12-09","260.067"
"2013-12-10","258.583"
"2013-12-11","258.475"
"2013-12-12","258.525"
