"dtime per day","Average latency (ms)"
"2011-10-21","957.043"
"2011-10-22","956.549"
"2011-10-23","956.753"
"2011-10-24","954.558"
"2011-10-25","955.7"
"2011-10-26","955.465"
"2011-10-27","957.592"
"2011-10-28","957.447"
"2011-10-29","959.582"
"2011-10-30","963.716"
"2011-10-31","956.568"
"2011-11-01","955.047"
"2011-11-02","959.533"
"2011-11-03","963.198"
"2011-11-04","962.299"
"2011-11-05","965.675"
"2011-11-06","966.3"
"2011-11-07","965.991"
"2011-11-08","958.648"
"2011-11-09","955.346"
"2011-11-10","960.649"
"2011-11-11","959.1"
"2011-11-12","938.108"
"2011-11-13","953.947"
"2011-11-14","956.173"
"2011-11-15","953.299"
"2011-11-16","950.226"
"2011-11-17","946.49"
"2011-11-18","943.534"
"2011-11-19","943.755"
"2011-11-20","942.027"
"2011-11-21","941.587"
"2011-11-22","937.791"
"2011-11-23","934.496"
"2011-11-24","930.055"
"2011-11-25","935.178"
"2011-11-26","932.137"
"2011-11-27","934.183"
"2011-11-28","933.64"
"2011-11-29","932.323"
"2011-11-30","930.405"
"2011-12-01","928.199"
"2011-12-02","929.418"
"2011-12-03","927.488"
"2011-12-04","928.222"
"2011-12-05","929.844"
"2011-12-06","926.899"
"2011-12-07","924.691"
"2011-12-08","910.441"
"2011-12-09","910.317"
"2011-12-10","893.986"
"2011-12-11","908.98"
"2011-12-12","912.312"
"2011-12-13","908.536"
"2011-12-14","905.193"
"2011-12-15","900.548"
"2011-12-16","901.87"
"2011-12-17","900.255"
"2011-12-18","898.064"
"2011-12-19","894.087"
"2011-12-20","892.577"
"2011-12-21","895.617"
"2011-12-22","890.705"
"2011-12-23","891.043"
"2011-12-24","893.115"
"2011-12-25","891.978"
"2011-12-26","896.807"
"2011-12-27","898.632"
"2011-12-28","901.103"
"2011-12-29","904.789"
"2011-12-30","900.391"
"2011-12-31","898.135"
"2012-01-01","920.254"
"2012-01-02","920.371"
"2012-01-03","923.767"
"2012-01-04","926.272"
"2012-01-05","926.479"
"2012-01-06","923.823"
"2012-01-07","925.134"
"2012-01-08","927.626"
"2012-01-09","932.053"
"2012-01-10","932.213"
"2012-01-11","935.193"
"2012-01-12","931.603"
"2012-01-13","927.514"
"2012-01-14","922.237"
"2012-01-15","923.757"
"2012-01-16","925.372"
"2012-01-17","924.768"
"2012-01-18","926.175"
"2012-01-19","925.499"
"2012-01-20","931.477"
"2012-01-21","928.756"
"2012-01-22","932.488"
"2012-01-23","935.568"
"2012-01-24","935.643"
"2012-01-25","934.202"
"2012-01-26","937.543"
"2012-01-27","934.267"
"2012-01-28","932.609"
"2012-01-29","922.036"
"2012-01-30","924.091"
"2012-01-31","925.804"
"2012-02-01","921.123"
"2012-02-02","920.786"
"2012-02-03","916.913"
"2012-02-04","917.828"
"2012-02-05","920.183"
"2012-02-06","921.585"
"2012-02-07","922.17"
"2012-02-08","924.411"
"2012-02-09","925.34"
"2012-02-10","927.918"
"2012-02-11","925.42"
"2012-02-12","921.244"
"2012-02-13","926.599"
"2012-02-14","923.151"
"2012-02-15","922.505"
"2012-02-16","928.925"
"2012-02-17","929.681"
"2012-02-18","931.265"
"2012-02-19","934.475"
"2012-02-20","931.792"
"2012-02-21","931.055"
"2012-02-22","930.407"
"2012-02-23","925.946"
"2012-02-24","917.03"
"2012-02-25","911.535"
"2012-02-26","914.866"
"2012-02-27","918.373"
"2012-02-28","920.144"
"2012-02-29","919.719"
"2012-03-01","920.29"
"2012-03-02","919.487"
"2012-03-03","919.714"
"2012-03-04","921.095"
"2012-03-05","925.78"
"2012-03-06","925.989"
"2012-03-07","931.295"
"2012-03-08","935.061"
"2012-03-09","938.008"
"2012-03-10","931.849"
"2012-03-11","931.55"
"2012-03-12","928.232"
"2012-03-13","924.128"
"2012-03-14","923.22"
"2012-03-15","920.932"
"2012-03-16","921.845"
"2012-03-17","922.954"
"2012-03-18","919.126"
"2012-03-19","919.999"
"2012-03-20","921.433"
"2012-03-21","919.574"
"2012-03-22","918.946"
"2012-03-23","917.922"
"2012-03-24","900.008"
"2012-03-25","898.025"
"2012-03-26","892.517"
"2012-03-27","891.232"
"2012-03-28","892.852"
"2012-03-29","893.127"
"2012-03-30","883.817"
"2012-03-31","879.822"
"2012-04-01","875.166"
"2012-04-02","875.109"
"2012-04-03","875.069"
"2012-04-04","875.907"
"2012-04-05","876.107"
"2012-04-06","878.057"
"2012-04-07","874.273"
"2012-04-08","876.82"
"2012-04-09","874.351"
"2012-04-10","873.611"
"2012-04-11","871.414"
"2012-04-12","873.6"
"2012-04-13","873.059"
"2012-04-14","871.924"
"2012-04-15","872.805"
"2012-04-16","873.532"
"2012-04-17","871.036"
"2012-04-18","872.836"
"2012-04-19","874.404"
"2012-04-20","877.077"
"2012-04-21","874.318"
"2012-04-22","877.074"
"2012-04-23","875.191"
"2012-04-24","876.803"
"2012-04-25","878.647"
"2012-04-26","875.165"
"2012-04-27","872.145"
"2012-04-28","872.69"
"2012-04-29","873.706"
"2012-04-30","872.353"
"2012-05-01","871.648"
"2012-05-02","874.598"
"2012-05-03","874.937"
"2012-05-04","872.89"
"2012-05-05","872.048"
"2012-05-06","872.092"
"2012-05-07","868.957"
"2012-05-08","872.978"
"2012-05-09","871.183"
"2012-05-10","870.177"
"2012-05-11","864.372"
"2012-05-12","865.821"
"2012-05-13","868.221"
"2012-05-14","870.431"
"2012-05-15","870.105"
"2012-05-16","869.611"
"2012-05-17","863.616"
"2012-05-18","861.347"
"2012-05-19","859.716"
"2012-05-20","859.259"
"2012-05-21","862.213"
"2012-05-22","864.926"
"2012-05-23","860.671"
"2012-05-24","862.945"
"2012-05-25","863.365"
"2012-05-26","864.446"
"2012-05-27","865.365"
"2012-05-28","865.509"
"2012-05-29","863.778"
"2012-05-30","864.253"
"2012-05-31","861.961"
"2012-06-01","860.149"
"2012-06-02","860.549"
"2012-06-03","862.128"
"2012-06-04","858.27"
"2012-06-05","859.891"
"2012-06-06","858.412"
"2012-06-07","857.57"
"2012-06-08","859.23"
"2012-06-09","860.959"
"2012-06-10","863.285"
"2012-06-11","860.634"
"2012-06-12","856.845"
"2012-06-13","855.984"
"2012-06-14","854.35"
"2012-06-15","858.719"
"2012-06-16","860.267"
"2012-06-17","856.262"
"2012-06-18","860.838"
"2012-06-19","860.06"
"2012-06-20","857.505"
"2012-06-21","857.504"
"2012-06-22","861.814"
"2012-06-23","862.132"
"2012-06-24","861.224"
"2012-06-25","862.939"
"2012-06-26","865.339"
"2012-06-27","862.172"
"2012-06-28","866.833"
"2012-06-29","866.46"
"2012-06-30","870.783"
"2012-07-01","873.198"
"2012-07-02","868.921"
"2012-07-03","869.5"
"2012-07-04","866.365"
"2012-07-05","871.274"
"2012-07-06","873.359"
"2012-07-07","870.86"
"2012-07-08","868.766"
"2012-07-09","867.246"
"2012-07-10","866.594"
"2012-07-11","867.253"
"2012-07-12","865.927"
"2012-07-13","865.229"
"2012-07-14","858.542"
"2012-07-15","860.258"
"2012-07-16","864.454"
"2012-07-17","864.216"
"2012-07-18","864.516"
"2012-07-19","865.52"
"2012-07-20","862.06"
"2012-07-21","861.185"
"2012-07-22","860.453"
"2012-07-23","860.471"
"2012-07-24","859.099"
"2012-07-25","859.764"
"2012-07-26","858.091"
"2012-07-27","857.622"
"2012-07-28","859.301"
"2012-07-29","860.061"
"2012-07-30","859.165"
"2012-07-31","860.194"
"2012-08-01","861.77"
"2012-08-02","860.327"
"2012-08-03","860.602"
"2012-08-04","860.75"
"2012-08-05","860.977"
"2012-08-06","856.509"
"2012-08-07","828.491"
"2012-08-08","838.084"
"2012-08-09","845.584"
"2012-08-10","863.493"
"2012-08-11","864.807"
"2012-08-12","864.713"
"2012-08-13","862.464"
"2012-08-14","864.74"
"2012-08-15","864.173"
"2012-08-16","861.398"
"2012-08-17","863.687"
"2012-08-18","861.387"
"2012-08-19","868.086"
"2012-08-20","868.66"
"2012-08-21","869.798"
"2012-08-22","870.564"
"2012-08-23","865.762"
"2012-08-24","866.565"
"2012-08-25","862.702"
"2012-08-26","865.72"
"2012-08-27","865.038"
"2012-08-28","863.655"
"2012-08-29","864.133"
"2012-08-30","865.196"
"2012-08-31","864.46"
"2012-09-01","861.839"
"2012-09-02","859.525"
"2012-09-03","862.025"
"2012-09-04","862.421"
"2012-09-05","861.724"
"2012-09-06","861.519"
"2012-09-07","862.166"
"2012-09-08","862.394"
"2012-09-09","860.558"
"2012-09-10","862.695"
"2012-09-11","863.523"
"2012-09-12","862.996"
"2012-09-13","862.549"
"2012-09-14","860.047"
"2012-09-15","856.186"
"2012-09-16","859.277"
"2012-09-17","856.771"
"2012-09-18","854.055"
"2012-09-19","853.845"
"2012-09-20","854.614"
"2012-09-21","851.858"
"2012-09-22","855.684"
"2012-09-23","856.972"
"2012-09-24","854.603"
"2012-09-25","852.676"
"2012-09-26","851.585"
"2012-09-27","853.963"
"2012-09-28","845.122"
"2012-09-29","851.275"
"2012-09-30","848.131"
"2012-10-01","849.56"
"2012-10-02","850.555"
"2012-10-03","843.168"
"2012-10-04","844.32"
"2012-10-05","840.132"
"2012-10-06","842.537"
"2012-10-07","845.687"
"2012-10-08","846.038"
"2012-10-09","849.5"
"2012-10-10","850.734"
"2012-10-11","846.153"
"2012-10-12","844.503"
"2012-10-13","847.738"
"2012-10-14","850.268"
"2012-10-15","850.158"
"2012-10-16","849.249"
"2012-10-17","851.117"
"2012-10-18","849.736"
"2012-10-19","852.84"
"2012-10-20","849.893"
"2012-10-21","849.084"
"2012-10-22","851.373"
"2012-10-23","847.523"
"2012-10-24","845.96"
"2012-10-25","844.144"
"2012-10-26","843.18"
"2012-10-27","844.952"
"2012-10-28","841.54"
"2012-10-29","843.872"
"2012-10-30","859.145"
"2012-10-31","843.829"
"2012-11-01","836.621"
"2012-11-02","830.294"
"2012-11-03","829.79"
"2012-11-04","831.83"
"2012-11-05","835.833"
"2012-11-06","846.371"
"2012-11-07","835.475"
"2012-11-08","830.318"
"2012-11-09","829.571"
"2012-11-10","832.618"
"2012-11-11","831.619"
"2012-11-12","833.572"
"2012-11-13","839.202"
"2012-11-14","834.669"
"2012-11-15","835.155"
"2012-11-16","832.711"
"2012-11-17","829.919"
